unique;id;round;agentNum;agentName;parPro;parGender;stimulus;offerAg;offerPar;accepted;age;edu;relationship;atgM;status;masculinity;0;1;2;3;4;5;Zstatus;Zmasculinity
i35r32;35;32;2;Karolina;0;0;2;4;6;1;26;4;0;0;50;46;0;2,239272620000010;9,534942860000000;8,031542060000010;4,719509640000010;1,892144940000010;0,05852;-0,50487
i35r33;35;33;1;Tomek;1;0;2;3;7;0;26;4;0;0;73;38;0;5,643738979999990;0,543310179999992;-4,685046760000010;-2,131685900000010;0,459179949999992;0,97279;-0,97090
i35r34;35;34;2;Karolina;1;0;2;1;9;0;26;4;0;0;50;46;0;-1,802390239999990;-3,304812349999990;-5,649981459999990;-1,348506880000000;-8,487252310000000;0,05852;-0,50487
i35r35;35;35;1;Tomek;0;0;2;2;8;1;26;4;0;0;73;38;0;2,164766480000000;-2,827605180000010;-2,151942820000000;3,342759820000000;-3,343834600000010;0,97279;-0,97090
i35r36;35;36;2;Karolina;1;0;0;5;5;1;26;4;0;0;50;46;0;-1,022894360000010;-4,839561800000000;-1,853372920000000;1,410600960000000;-1,564924260000000;0,05852;-0,50487
i35r37;35;37;2;Karolina;1;0;0;4;6;1;26;4;0;0;50;46;0;0,866370390000000;-0,613596349999995;3,018711060000000;2,304761380000000;-0,425861460000007;0,05852;-0,50487
i35r38;35;38;1;Tomek;1;0;0;5;5;0;26;4;0;0;73;38;0;-4,801484570000000;-9,411973809999990;-0,184490150000002;-5,522378480000000;-8,698422040000000;0,97279;-0,97090
i35r39;35;39;1;Tomek;0;0;2;4;6;1;26;4;0;0;73;38;0;-0,975983610000000;8,439993579999990;7,582336119999990;4,293707119999990;0,731496039999996;0,97279;-0,97090
i35r40;35;40;2;Karolina;0;0;2;4;6;1;26;4;0;0;50;46;0;2,890666290000000;-2,390144920000000;-4,199948020000010;0,176951680000002;-5,241832410000000;0,05852;-0,50487
i36r1;36;1;1;Tomek;1;1;0;1;9;0;31;4;0;0;80;44;0;-3,361051089999990;-3,152088249999990;-8,212383620000000;-1,915324820000000;-6,544529889999990;1,25105;-0,62138
