unique;id;round;agentNum;agentName;parPro;parGender;stimulus;offerAg;offerPar;accepted;age;edu;relationship;atgM;status;masculinity;0;1;2;3;4;5;Zstatus;Zmasculinity
i3r1;3;1;2;Karolina;0;0;2;4;6;1;23;3;2;0;37;59;0;0,812897980000002;0,242466690000001;-0,720297729999999;-1,975113570000000;-3,273492510000000;-0,45824;0,25243
i3r2;3;2;1;Tomek;0;0;0;4;6;1;23;3;2;0;55;35;0;0,961917920000005;0,146713620000000;-0,798799380000005;-0,798799380000005;-0,364785990000001;0,25728;-1,14567
i3r3;3;3;2;Karolina;1;0;2;6;4;1;23;3;2;0;37;59;0;1,182985710000000;1,558825240000000;3,092468580000000;2,781798020000000;2,242901220000010;-0,45824;0,25243
i3r4;3;4;1;Tomek;1;0;0;6;4;0;23;3;2;0;55;35;0;-5,547718340000000;-5,771800450000000;-6,657633210000000;-7,239025389999990;-4,869054410000000;0,25728;-1,14567
i3r5;3;5;1;Tomek;1;0;1;5;5;1;23;3;2;0;55;35;0;-0,177659329999997;0,178410540000002;3,395281800000010;3,847108470000010;5,164053160000010;0,25728;-1,14567
i3r6;3;6;2;Karolina;0;0;2;7;3;0;23;3;2;0;37;59;0;0,612857759999997;2,005074909999990;1,723222839999990;3,440697129999990;4,027556969999990;-0,45824;0,25243
i3r7;3;7;2;Karolina;0;0;1;7;3;1;23;3;2;0;37;59;0;0,612252709999993;0,921682579999995;4,142986140000000;4,748523440000000;5,156785070000000;-0,45824;0,25243
i3r8;3;8;1;Tomek;1;0;0;4;6;1;23;3;2;0;55;35;0;-0,286664380000005;-0,071832380000004;-0,854717089999994;-3,858485460000000;-2,517811190000000;0,25728;-1,14567
i3r9;3;9;2;Karolina;1;0;2;3;7;0;23;3;2;0;37;59;0;-1,447468939999990;-1,515256740000000;-1,852673569999990;-2,387318560000000;-1,311587070000000;-0,45824;0,25243
i3r10;3;10;1;Tomek;1;0;2;4;6;0;23;3;2;0;55;35;0;0,270541420000001;-2,042934580000010;-2,427670190000000;-1,263226480000000;-0,402783679999999;0,25728;-1,14567
i3r11;3;11;1;Tomek;0;0;2;4;6;1;23;3;2;0;55;35;0;-1,822231220000010;-1,689760050000000;-4,702194360000010;-7,285397530000000;-3,381738610000000;0,25728;-1,14567
i3r12;3;12;2;Karolina;1;0;1;5;5;1;23;3;2;0;37;59;0;0,521333120000008;1,582715870000000;3,502569960000000;-1,213941150000000;-5,182911019999990;-0,45824;0,25243
i3r13;3;13;2;Karolina;0;0;2;4;6;1;23;3;2;0;37;59;0;0,183804940000002;2,194625670000010;0,368400449999996;-1,324222289999990;1,177575240000000;-0,45824;0,25243
i3r14;3;14;1;Tomek;0;0;2;4;6;1;23;3;2;0;55;35;0;3,108788160000000;3,796438580000000;6,593095600000000;9,005815459999990;9,289839800000000;0,25728;-1,14567
i3r15;3;15;2;Karolina;1;0;2;4;6;0;23;3;2;0;37;59;0;-1,668161059999990;-1,940334709999990;-2,747120679999990;-4,253810710000000;-2,143392990000000;-0,45824;0,25243
i3r16;3;16;1;Tomek;1;0;1;5;5;0;23;3;2;0;55;35;0;-1,576132840000000;-2,670524090000000;-4,853507380000000;-5,468215989999990;-4,508369570000000;0,25728;-1,14567
i3r17;3;17;2;Karolina;0;0;0;7;3;1;23;3;2;0;37;59;0;-1,157654369999990;-2,089124759999990;0,276739200000009;0,346187260000008;1,329678660000000;-0,45824;0,25243
i3r18;3;18;1;Tomek;1;0;2;4;6;0;23;3;2;0;55;35;0;-1,231853120000000;-0,196801530000002;-1,423239670000000;-0,782008160000004;0,263765690000000;0,25728;-1,14567
i3r19;3;19;2;Karolina;0;0;0;4;6;1;23;3;2;0;37;59;0;-1,834189290000000;-3,055250149999990;-2,265531869999990;-3,115395819999990;-1,957872069999990;-0,45824;0,25243
i3r20;3;20;1;Tomek;0;0;2;4;6;1;23;3;2;0;55;35;0;1,758210839999990;1,938138150000000;3,530112149999990;6,631566879999990;5,769844580000000;0,25728;-1,14567
i3r21;3;21;1;Tomek;0;0;0;7;3;1;23;3;2;0;55;35;0;0,201541800000001;0,539465260000000;2,550642319999990;1,916954789999990;4,137200799999990;0,25728;-1,14567
i3r22;3;22;2;Karolina;0;0;1;4;6;1;23;3;2;0;37;59;0;-0,521215329999990;0,754671410000000;1,676292650000010;1,059915510000010;0,678663929999999;-0,45824;0,25243
i3r23;3;23;2;Karolina;0;0;1;4;6;1;23;3;2;0;37;59;0;0,417643110000000;-0,276319419999993;-0,959846419999991;-3,401942879999990;-1,432231570000000;-0,45824;0,25243
i3r24;3;24;1;Tomek;1;0;2;3;7;0;23;3;2;0;55;35;0;0,211550910000000;-0,420199459999992;-0,489859330000002;0,282284529999998;-2,597899799999990;0,25728;-1,14567
i3r25;3;25;2;Karolina;1;0;0;3;7;1;23;3;2;0;37;59;0;-1,222847950000000;0,723755639999993;-0,130332220000000;-0,389848350000008;1,797878500000000;-0,45824;0,25243
i3r26;3;26;1;Tomek;0;0;2;7;3;1;23;3;2;0;55;35;0;-1,154251249999990;-1,969285500000000;-1,154251249999990;-1,720134169999990;-1,595018439999990;0,25728;-1,14567
i3r27;3;27;1;Tomek;0;0;2;4;6;1;23;3;2;0;55;35;0;-1,148982480000000;-2,657901499999990;-2,008148620000000;-2,463978200000000;-2,915142840000000;0,25728;-1,14567
i3r28;3;28;2;Karolina;1;0;2;3;7;0;23;3;2;0;37;59;0;-0,124755170000000;-0,186998029999998;2,705627710000000;1,139211669999990;0,313468810000003;-0,45824;0,25243
i3r29;3;29;2;Karolina;1;0;0;6;4;0;23;3;2;0;37;59;0;-1,318424550000000;-2,530233270000010;-5,590753360000010;-4,727748710000000;-5,656450910000000;-0,45824;0,25243
i3r30;3;30;1;Tomek;1;0;2;6;4;1;23;3;2;0;55;35;0;1,048124030000000;1,545551620000000;1,760383620000000;0,486139809999997;-0,344093119999997;0,25728;-1,14567
i3r31;3;31;2;Karolina;1;0;1;5;5;0;23;3;2;0;37;59;0;-0,938445250000001;-1,662200889999990;-3,389880230000000;-4,930503380000000;-4,197890720000000;-0,45824;0,25243
i3r32;3;32;1;Tomek;0;0;2;4;6;1;23;3;2;0;55;35;0;1,030672820000010;3,010902640000000;2,574394750000000;4,690734990000000;6,800690020000000;0,25728;-1,14567
i3r33;3;33;2;Karolina;1;0;0;2;8;0;23;3;2;0;37;59;0;-2,627682960000000;-2,127216120000000;-3,914388530000000;-3,183861640000000;-0,655528509999996;-0,45824;0,25243
i3r34;3;34;1;Tomek;1;0;2;2;8;0;23;3;2;0;55;35;0;0,343053170000005;-1,346706880000000;-3,229793200000000;-1,280323450000000;-2,070462519999990;0,25728;-1,14567
i3r35;3;35;2;Karolina;0;0;2;4;6;1;23;3;2;0;37;59;0;1,642850060000000;1,642850060000000;2,874389190000000;4,388852320000000;5,009946220000000;-0,45824;0,25243
i3r36;3;36;1;Tomek;1;0;2;1;9;1;23;3;2;0;55;35;0;-0,592160449999994;-0,395649609999992;0,066284800000005;2,800976930000000;2,871493820000010;0,25728;-1,14567
i3r37;3;37;1;Tomek;0;0;0;4;6;1;23;3;2;0;55;35;0;-2,091766449999990;-3,288183500000000;-1,963895960000000;-1,578032910000000;-0,598347239999995;0,25728;-1,14567
i3r38;3;38;2;Karolina;1;0;0;6;4;0;23;3;2;0;37;59;0;-0,460567220000001;-2,381657379999990;-1,877557360000000;-5,346454940000000;-5,112052130000000;-0,45824;0,25243
i3r39;3;39;2;Karolina;0;0;1;4;6;1;23;3;2;0;37;59;0;-1,833213759999990;-1,899696039999990;-2,362316330000000;-2,164638819999990;-1,162904700000000;-0,45824;0,25243
i3r40;3;40;1;Tomek;0;0;1;7;3;1;23;3;2;0;55;35;0;-0,812682860000010;1,935201909999990;2,067280279999990;2,733599349999990;2,733599349999990;0,25728;-1,14567
i4r1;4;1;1;Tomek;0;0;2;4;6;1;26;4;0;0;64;57;0;5,076159220000010;5,880691830000000;4,467390200000000;4,527877980000000;2,518358370000000;0,61504;0,13593
i4r2;4;2;2;Karolina;1;0;1;4;6;0;26;4;0;0;25;39;0;1,003315340000000;4,229839590000000;0,577781160000001;-1,833693350000000;1,003315340000000;-0,93525;-0,91265
i4r3;4;3;1;Tomek;1;0;2;5;5;1;26;4;0;0;64;57;0;2,838153060000000;3,154768089999990;3,741833959999990;10,000635400000000;5,668663970000000;0,61504;0,13593
i4r4;4;4;2;Karolina;0;0;2;8;2;0;26;4;0;0;25;39;0;0,259184190000013;-0,462270980000000;0,207210940000010;2,615774720000000;1,047076560000010;-0,93525;-0,91265
i4r5;4;5;2;Karolina;0;0;2;4;6;1;26;4;0;0;25;39;0;-0,630875019999991;2,012343360000000;2,622850490000000;2,012343360000000;3,933799210000000;-0,93525;-0,91265
i4r6;4;6;1;Tomek;0;0;1;1;9;1;26;4;0;0;64;57;0;3,231381750000000;-0,615962400000001;-0,768451150000004;2,674536940000000;1,637096250000000;0,61504;0,13593
i4r7;4;7;1;Tomek;1;0;0;3;7;1;26;4;0;0;64;57;0;-0,999333780000001;2,697925900000000;2,301412950000000;-0,999333780000001;1,630456200000000;0,61504;0,13593
i4r8;4;8;2;Karolina;1;0;0;6;4;0;26;4;0;0;25;39;0;-1,930560780000010;1,865676609999990;0,261240529999995;-0,465921710000003;2,084519239999990;-0,93525;-0,91265
i4r9;4;9;1;Tomek;0;0;1;4;6;1;26;4;0;0;64;57;0;0,328708440000000;-2,228535420000000;-2,741164240000000;0,604679120000000;-1,865676609999990;0,61504;0,13593
i4r10;4;10;2;Karolina;0;0;0;4;6;1;26;4;0;0;25;39;0;3,565365030000000;0,876577839999996;-1,384923510000010;-0,591792380000001;1,378078629999990;-0,93525;-0,91265
i4r11;4;11;2;Karolina;0;0;2;1;9;1;26;4;0;0;25;39;0;-3,698961439999990;-3,535382330000000;-2,985303120000000;-2,818818970000000;-5,089438009999990;-0,93525;-0,91265
i4r12;4;12;1;Tomek;1;0;2;8;2;1;26;4;0;0;64;57;0;-0,473981490000000;-0,890592459999993;4,594663370000010;1,292114290000000;0,694735150000000;0,61504;0,13593
i4r13;4;13;1;Tomek;0;0;2;4;6;1;26;4;0;0;64;57;0;0,103062899999998;2,386198229999990;2,550440950000000;1,951451060000000;2,660306760000000;0,61504;0,13593
i4r14;4;14;2;Karolina;1;0;2;6;4;0;26;4;0;0;25;39;0;-3,575199290000000;-4,316929000000000;-3,468104630000000;-4,421770590000010;-6,362420740000000;-0,93525;-0,91265
i4r15;4;15;1;Tomek;1;0;2;1;9;0;26;4;0;0;64;57;0;-2,048051730000000;-3,165869739999990;-1,230136100000000;-1,504615550000000;-4,201967389999990;0,61504;0,13593
i4r16;4;16;2;Karolina;0;0;2;4;6;1;26;4;0;0;25;39;0;-0,460405150000000;-2,087564880000000;-5,663430420000000;-1,700680270000010;-4,850664920000000;-0,93525;-0,91265
i4r17;4;17;1;Tomek;1;0;0;3;7;0;26;4;0;0;64;57;0;-0,615962400000001;-1,522057780000000;0,889416730000008;-0,513971670000004;-0,411714469999993;0,61504;0,13593
i4r18;4;18;2;Karolina;1;0;0;6;4;1;26;4;0;0;25;39;0;-1,908551739999990;4,452728590000010;10,014246790000000;11,997939980000000;14,006088600000000;-0,93525;-0,91265
i4r19;4;19;1;Tomek;1;0;1;4;6;1;26;4;0;0;64;57;0;-5,294421100000010;0,243883999999994;1,588241060000000;1,235195160000000;7,944414150000000;0,61504;0,13593
i4r20;4;20;2;Karolina;1;0;0;5;5;1;26;4;0;0;25;39;0;-2,647894880000000;-3,931680670000010;1,254180600000000;-0,533339260000005;-1,784890120000000;-0,93525;-0,91265
i4r21;4;21;2;Karolina;0;0;2;4;6;1;26;4;0;0;25;39;0;4,509854040000010;6,700173590000010;2,323986040000010;3,511591750000010;-1,475640250000000;-0,93525;-0,91265
i4r22;4;22;1;Tomek;0;0;0;8;2;0;26;4;0;0;64;57;0;2,196285140000000;-2,795433149999990;-2,700738530000000;1,397862820000000;0,563524590000000;0,61504;0,13593
i4r23;4;23;1;Tomek;1;0;2;4;6;1;26;4;0;0;64;57;0;-1,840464229999990;-4,152300060000000;-5,427890050000000;-3,700727460000000;-5,185861270000000;0,61504;0,13593
i4r24;4;24;2;Karolina;0;0;1;4;6;1;26;4;0;0;25;39;0;-1,947656729999990;-1,757311960000000;-0,149554449999997;2,634014070000010;-1,325505760000000;-0,93525;-0,91265
i4r25;4;25;1;Tomek;0;0;1;4;6;1;26;4;0;0;64;57;0;-1,374291760000010;1,747373860000000;3,460899939999990;-0,616768919999998;-3,276876180000000;0,61504;0,13593
i4r26;4;26;2;Karolina;1;0;0;3;7;0;26;4;0;0;25;39;0;3,896228890000000;4,786112759999990;3,701246200000000;4,936441360000000;6,160404520000000;-0,93525;-0,91265
i4r27;4;27;2;Karolina;1;0;2;4;6;1;26;4;0;0;25;39;0;1,521913090000000;5,969746360000000;6,307059999999990;4,974193169999990;6,932733660000000;-0,93525;-0,91265
i4r28;4;28;1;Tomek;1;0;0;3;7;0;26;4;0;0;64;57;0;-1,577929350000010;0,104014980000002;-0,873197959999999;-2,465532860000010;0,156125320000001;0,61504;0,13593
i4r29;4;29;1;Tomek;0;0;1;4;6;1;26;4;0;0;64;57;0;-3,181583930000000;-3,937259770000000;-0,463483109999999;-2,604744980000010;-2,942298540000010;0,61504;0,13593
i4r30;4;30;2;Karolina;0;0;1;4;6;1;26;4;0;0;25;39;0;-1,992528020000010;0,657083669999992;3,507057140000000;1,325826629999990;0,751897360000001;-0,93525;-0,91265
i4r31;4;31;1;Tomek;0;0;1;8;2;1;26;4;0;0;64;57;0;-2,462342490000000;-2,608114500000000;-1,074451839999990;-3,518579090000000;-6,212241220000000;0,61504;0,13593
i4r32;4;32;2;Karolina;1;0;0;4;6;1;26;4;0;0;25;39;0;1,924611170000010;5,969746360000000;3,896008620000000;3,106026990000000;4,810614060000010;-0,93525;-0,91265
i4r33;4;33;1;Tomek;1;0;0;3;7;0;26;4;0;0;64;57;0;2,331409920000000;-1,250816500000000;-1,387231910000000;2,032107299999990;3,192173780000000;0,61504;0,13593
i4r34;4;34;2;Karolina;1;0;1;4;6;1;26;4;0;0;25;39;0;-1,613922120000000;-1,469987750000000;-1,566004650000000;-1,709575660000000;-2,137046180000000;-0,93525;-0,91265
i4r35;4;35;1;Tomek;1;0;0;4;6;1;26;4;0;0;64;57;0;-5,232250060000000;-6,219749550000000;-2,326501389999990;-5,580762490000000;-7,229886999999990;0,61504;0,13593
i4r36;4;36;2;Karolina;0;0;2;4;6;1;26;4;0;0;25;39;0;4,387241629999990;6,726998839999990;6,443981749999990;5,745650689999990;10,872977240000000;-0,93525;-0,91265
i4r37;4;37;2;Karolina;0;0;1;8;2;0;26;4;0;0;25;39;0;-3,278792390000010;-4,088810210000010;0,149169619999995;0,650593659999998;-1,076568930000010;-0,93525;-0,91265
i4r38;4;38;1;Tomek;0;0;1;4;6;1;26;4;0;0;64;57;0;-0,563916839999990;1,892915970000000;4,676484490000010;4,304390480000010;2,748115580000000;0,61504;0,13593
i4r39;4;39;1;Tomek;0;0;0;4;6;1;26;4;0;0;64;57;0;-3,389340520000000;-5,656887990000000;-6,103055130000000;-1,681944330000010;-2,715505540000010;0,61504;0,13593
i4r40;4;40;2;Karolina;1;0;0;4;6;1;26;4;0;0;25;39;0;-1,573826420000000;-1,424271970000010;4,374126309999990;0,155714860000003;-0,972114800000000;-0,93525;-0,91265
i5r1;5;1;1;Tomek;1;0;1;5;5;1;20;2;0;1;79;48;0;6,355511420000000;3,316825980000000;1,077320160000000;-1,451905630000000;5,341712490000010;1,21130;-0,38836
i5r2;5;2;2;Karolina;1;0;2;4;6;1;20;2;0;1;5;75;0;-0,972964649999994;-1,870660739999990;1,334682230000000;6,437223290000010;5,616265720000000;-1,73027;1,18450
i5r3;5;3;1;Tomek;0;0;0;4;6;1;20;2;0;1;79;48;0;-1,291941680000010;-3,343289610000000;2,148476509999990;3,615896299999990;-1,482493680000000;1,21130;-0,38836
i5r4;5;4;2;Karolina;0;0;2;4;6;1;20;2;0;1;5;75;0;5,615404750000000;5,498693380000010;4,123115150000000;10,895771510000000;10,305361090000000;-1,73027;1,18450
i5r5;5;5;2;Karolina;1;0;2;9;1;1;20;2;0;1;5;75;0;-3,836773339999990;0,423428040000005;0,423428040000005;-4,919757539999990;-7,484430289999990;-1,73027;1,18450
i5r6;5;6;1;Tomek;1;0;2;7;3;1;20;2;0;1;79;48;0;5,738603320000000;9,320383019999990;10,163175430000000;-0,185125380000002;-3,272082590000000;1,21130;-0,38836
i5r7;5;7;1;Tomek;1;0;1;2;8;0;20;2;0;1;79;48;0;1,532198050000010;2,204451890000000;-2,919784139999990;-7,215413180000000;-4,442181589999990;1,21130;-0,38836
i5r8;5;8;2;Karolina;1;0;0;5;5;1;20;2;0;1;5;75;0;-2,874079400000000;-7,622799890000000;-15,308135410000000;-10,849310540000000;-9,263157900000000;-1,73027;1,18450
i5r9;5;9;1;Tomek;0;0;1;4;6;1;20;2;0;1;79;48;0;-0,799680129999999;-2,514010369999990;0,161511750000003;-1,820028230000010;-10,577188290000000;1,21130;-0,38836
i5r10;5;10;2;Karolina;1;0;0;2;8;0;20;2;0;1;5;75;0;-0,800043639999998;-2,637889120000000;1,718101820000000;2,639723060000010;-0,655597589999999;-1,73027;1,18450
i5r11;5;11;2;Karolina;0;0;2;8;2;1;20;2;0;1;5;75;0;-4,663140310000000;-5,966532550000000;-3,659909910000000;-6,094777210000000;-9,539473680000000;-1,73027;1,18450
i5r12;5;12;1;Tomek;1;0;0;3;7;0;20;2;0;1;79;48;0;-2,184731160000000;-3,916332890000010;8,388766140000000;9,178905210000000;2,995683989999990;1,21130;-0,38836
i5r13;5;13;1;Tomek;0;0;1;4;6;1;20;2;0;1;79;48;0;1,960716100000000;0,123860550000003;-0,674925299999998;2,941848920000000;3,273767170000000;1,21130;-0,38836
i5r14;5;14;2;Karolina;0;0;2;2;8;1;20;2;0;1;5;75;0;3,304660299999990;0,213181989999995;-9,018987850000000;-3,610448500000000;-2,684502159999990;-1,73027;1,18450
i5r15;5;15;1;Tomek;0;0;1;4;6;1;20;2;0;1;79;48;0;5,526417870000000;5,151765360000000;3,107133980000000;2,539081270000010;4,337840840000000;1,21130;-0,38836
i5r16;5;16;2;Karolina;0;0;0;4;6;1;20;2;0;1;5;75;0;1,686300020000000;-5,720547530000000;-7,838142360000010;-10,992665720000000;-7,771362160000000;-1,73027;1,18450
i5r17;5;17;1;Tomek;1;0;1;9;1;1;20;2;0;1;79;48;0;-4,282377600000000;-6,151032310000010;-10,913035240000000;-3,802827010000000;-2,404225610000010;1,21130;-0,38836
i5r18;5;18;2;Karolina;1;0;0;8;2;1;20;2;0;1;5;75;0;-1,040111600000000;-1,341267129999990;7,251047380000000;9,334504720000000;9,946949600000010;-1,73027;1,18450
i5r19;5;19;1;Tomek;1;0;0;5;5;1;20;2;0;1;79;48;0;-8,439855890000000;-8,090491380000000;-4,292209380000000;-5,568096119999990;-11,338035430000000;1,21130;-0,38836
i5r20;5;20;2;Karolina;1;0;2;2;8;0;20;2;0;1;5;75;0;0,800987359999993;5,187405490000000;8,931578090000000;8,460437790000000;2,443044790000000;-1,73027;1,18450
i5r21;5;21;2;Karolina;0;0;0;4;6;1;20;2;0;1;5;75;0;2,611683050000000;4,955856169999990;1,211343469999990;-4,689412290000010;-6,928450470000000;-1,73027;1,18450
i5r22;5;22;1;Tomek;0;0;1;4;6;1;20;2;0;1;79;48;0;1,028633350000010;-1,571901080000000;-5,214751120000000;-0,792621420000003;-4,298354320000000;1,21130;-0,38836
i5r23;5;23;1;Tomek;1;0;0;6;4;0;20;2;0;1;79;48;0;1,986930370000000;0,244066469999993;-5,588787720000000;-7,360009620000000;-0,884699530000006;1,21130;-0,38836
i5r24;5;24;2;Karolina;0;0;0;4;6;1;20;2;0;1;5;75;0;3,835196139999990;8,487336130000000;8,487336130000000;10,662653260000000;9,442276220000000;-1,73027;1,18450
i5r25;5;25;1;Tomek;0;0;1;1;9;1;20;2;0;1;79;48;0;-2,642905150000000;-5,231783220000000;-3,954348310000000;-6,782735900000010;-9,453259990000010;1,21130;-0,38836
i5r26;5;26;2;Karolina;1;0;0;6;4;1;20;2;0;1;5;75;0;-0,548519850000005;-2,607508610000010;0,554778419999991;-1,013778290000000;-3,053209820000010;-1,73027;1,18450
i5r27;5;27;2;Karolina;1;0;0;5;5;1;20;2;0;1;5;75;0;2,304932680000010;0,145346730000000;-4,225737510000000;-7,229383430000000;-3,693478450000000;-1,73027;1,18450
i5r28;5;28;1;Tomek;0;0;2;4;6;0;20;2;0;1;79;48;0;-2,363579000000000;-4,708655600000000;-4,282451400000000;-6,460249080000000;-7,754520580000000;1,21130;-0,38836
i5r29;5;29;1;Tomek;0;0;1;4;6;1;20;2;0;1;79;48;0;-0,524179599999997;-5,955626470000000;-8,681596439999990;-5,564460560000000;-7,715130340000000;1,21130;-0,38836
i5r30;5;30;2;Karolina;0;0;0;4;6;1;20;2;0;1;5;75;0;-1,316366830000010;2,434570910000010;1,814223510000010;-0,662807650000005;-0,369379879999997;-1,73027;1,18450
i5r31;5;31;1;Tomek;1;0;2;7;3;0;20;2;0;1;79;48;0;-2,686377000000010;-2,983978330000000;-1,629821070000010;-1,323600970000000;-2,236437740000000;1,21130;-0,38836
i5r32;5;32;2;Karolina;0;0;2;4;6;1;20;2;0;1;5;75;0;2,082163190000000;-1,485754400000000;-5,140063760000000;-2,283312420000000;-1,922476150000010;-1,73027;1,18450
i5r33;5;33;1;Tomek;0;0;1;2;8;0;20;2;0;1;79;48;0;1,636179700000000;-1,337848540000000;-4,066142550000000;-2,640663430000000;-3,358613920000000;1,21130;-0,38836
i5r34;5;34;2;Karolina;1;0;0;8;2;1;20;2;0;1;5;75;0;1,173535980000010;-1,446526120000000;-6,082622289999990;-12,858951150000000;-13,777237090000000;-1,73027;1,18450
i5r35;5;35;1;Tomek;1;0;0;9;1;1;20;2;0;1;79;48;0;-7,263418809999990;-3,669240019999990;-2,162992680000000;-5,671274270000000;-4,439027049999990;1,21130;-0,38836
i5r36;5;36;2;Karolina;0;0;0;1;9;1;20;2;0;1;5;75;0;-2,376319670000000;2,249579009999990;2,847036500000000;1,335883529999990;3,520361600000000;-1,73027;1,18450
i5r37;5;37;2;Karolina;1;0;0;3;7;0;20;2;0;1;5;75;0;-2,075976759999990;-2,465254489999990;1,912059100000010;-0,406109509999993;-3,386875730000000;-1,73027;1,18450
i5r38;5;38;1;Tomek;1;0;0;2;8;0;20;2;0;1;79;48;0;-2,636358309999990;1,773947100000000;1,198837830000000;-0,277581639999994;2,283060230000000;1,21130;-0,38836
i5r39;5;39;1;Tomek;0;0;0;8;2;0;20;2;0;1;79;48;0;-3,743226240000000;-0,216165840000002;0,727876639999991;-1,840669960000000;-5,440200020000010;1,21130;-0,38836
i5r40;5;40;2;Karolina;0;0;2;4;6;1;20;2;0;1;5;75;0;-0,154587879999994;-2,708727180000000;-4,712509320000000;-1,523882090000000;-6,497901719999990;-1,73027;1,18450
i6r1;6;1;2;Karolina;1;0;2;5;5;1;22;3;0;1;0;43;0;2,658341980000000;-3,556641189999990;-11,904779980000000;-4,069623929999990;-5,449967009999990;-1,92903;-0,67963
i6r2;6;2;1;Tomek;0;0;1;4;6;0;22;3;0;1;40;41;0;9,653666390000000;9,210757370000000;5,067222509999990;4,268825069999990;-0,297770600000007;-0,33899;-0,79614
i6r3;6;3;2;Karolina;0;0;2;4;6;1;22;3;0;1;0;43;0;4,511387620000010;1,445120390000000;5,396124610000000;2,213274940000010;5,291005300000010;-1,92903;-0,67963
i6r4;6;4;1;Tomek;0;0;2;7;3;0;22;3;0;1;40;41;0;0,726206370000000;8,108567870000000;5,089661970000010;1,733527120000010;6,271622300000000;-0,33899;-0,79614
i6r5;6;5;1;Tomek;0;0;2;4;6;1;22;3;0;1;40;41;0;1,501021090000010;-1,681648630000000;-4,168434530000000;-0,848205849999999;-2,352842959999990;-0,33899;-0,79614
i6r6;6;6;2;Karolina;1;0;1;5;5;1;22;3;0;1;0;43;0;2,176369570000010;6,337038570000000;4,994357940000000;3,307352580000000;-0,058888299999993;-1,92903;-0,67963
i6r7;6;7;2;Karolina;0;0;0;4;6;1;22;3;0;1;0;43;0;-0,371709439999989;-3,521050849999990;-4,479447859999990;-4,749583519999990;-17,615401120000000;-1,92903;-0,67963
i6r8;6;8;1;Tomek;1;0;1;6;4;0;22;3;0;1;40;41;0;-1,773860950000000;-8,962129410000000;-10,036252270000000;-14,629349000000000;-15,631889750000000;-0,33899;-0,79614
i6r9;6;9;2;Karolina;0;0;2;4;6;1;22;3;0;1;0;43;0;-2,046534980000000;4,095604869999990;7,079254470000000;4,676527369999990;3,395886030000000;-1,92903;-0,67963
i6r10;6;10;1;Tomek;1;0;0;4;6;0;22;3;0;1;40;41;0;-5,865964840000000;1,711164200000000;6,903854110000000;10,312531400000000;20,564790950000000;-0,33899;-0,79614
i6r11;6;11;1;Tomek;1;0;2;4;6;1;22;3;0;1;40;41;0;-0,075525850000005;-5,080319130000010;-8,470199360000010;-10,611861110000000;-3,424782310000010;-0,33899;-0,79614
i6r12;6;12;2;Karolina;1;0;1;5;5;0;22;3;0;1;0;43;0;3,525562450000010;5,429547250000000;-0,331123089999991;-6,954353680000000;-3,602656360000000;-1,92903;-0,67963
i6r13;6;13;2;Karolina;1;0;2;4;6;1;22;3;0;1;0;43;0;0,509113130000003;1,544216060000010;-0,788948969999993;3,528510870000010;1,394945890000000;-1,92903;-0,67963
i6r14;6;14;1;Tomek;1;0;2;4;6;0;22;3;0;1;40;41;0;-4,579415880000000;-8,612409600000010;-8,977668050000010;-8,612409600000010;-3,010761680000000;-0,33899;-0,79614
i6r15;6;15;2;Karolina;1;0;0;4;6;0;22;3;0;1;0;43;0;5,256084100000010;4,350472140000010;2,661810030000000;3,388554220000000;4,126743200000010;-1,92903;-0,67963
i6r16;6;16;1;Tomek;0;0;2;4;6;1;22;3;0;1;40;41;0;-2,043801469999990;3,726213260000010;0,371049859999999;-3,598869600000000;3,458892550000000;-0,33899;-0,79614
i6r17;6;17;2;Karolina;1;0;2;3;7;1;22;3;0;1;0;43;0;-4,052684910000010;-7,454627790000000;-3,844340480000010;-3,424782310000010;-5,148005150000000;-1,92903;-0,67963
i6r18;6;18;1;Tomek;0;0;1;4;6;1;22;3;0;1;40;41;0;-12,638605810000000;-5,932075059999990;-7,630794959999990;-2,185433059999990;5,458392540000010;-0,33899;-0,79614
i6r19;6;19;2;Karolina;0;0;0;4;6;1;22;3;0;1;0;43;0;-7,771453530000000;-1,807842920000000;-1,685568620000000;-4,354871629999990;1,030506760000010;-1,92903;-0,67963
i6r20;6;20;1;Tomek;1;0;0;4;6;0;22;3;0;1;40;41;0;5,782061110000000;6,319295970000000;8,754949880000000;8,494053770000010;16,958268950000000;-0,33899;-0,79614
i6r21;6;21;1;Tomek;1;0;0;5;5;0;22;3;0;1;40;41;0;2,001008510000010;-0,390534990000006;-9,736165210000000;-11,416881070000000;-5,405839040000000;-0,33899;-0,79614
i6r22;6;22;2;Karolina;1;0;2;3;7;0;22;3;0;1;0;43;0;-3,128262390000000;-8,118321089999990;-10,919374730000000;-5,659679909999990;-1,771783240000000;-1,92903;-0,67963
i6r23;6;23;2;Karolina;0;0;2;4;6;1;22;3;0;1;0;43;0;4,664550550000000;-8,892713710000000;-8,335682260000000;3,536157210000000;-1,477658330000000;-1,92903;-0,67963
i6r24;6;24;1;Tomek;1;0;2;5;5;1;22;3;0;1;40;41;0;-3,083694910000010;-5,406060800000010;-0,070842350000007;4,615559270000010;1,807146180000000;-0,33899;-0,79614
