met	nar	plec	zamiesz	wiek	zwiaz	ksiaz	dem.p	dem.n	ak.n	ak.p	fzk	gt.t	gt.c	gtr	hdf	fwc	ssup	z	fzp	cai	ag.s	ag.w	h	fch	asi.b	asi.h	asi	pobyt_mes	delikatnosc	spraw_wspolnotowa	przebojowosc	czynnik_3elem	sprawczosc_bez_agresji
online	 	polska	kobieta	 	0	1	100	 	 	 	 	 	 	 	45	 	6,66667E+12	52	91	5	63	5	50	25	80	6	1	6	80	70	2	67	6,66667E+12
online	 	polska	kobieta	 	0	8	8	 	 	 	 	 	 	 	 	3,33333E+12	48	5	83	26	70	2	23	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	1	40	 	 	50	 	 	 	 	8,57143E+12	83	3,33333E+12	34	25	45	75	26	4	25	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	51	52	 	 	 	 	 	 	 	 	10	33	22	25	57	375	63	8	7	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	96	98	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+12	75	82	125	 	8	2	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	6,66667E+12	6,66667E+12	92	67	875	2	6	2	8	48	2	61	2	62	6,66667E+12	53	18	25
online	 	polska	kobieta	 	0	100	2	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+13	98	78	5	42	875	32	6	5	6	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	49	49	 	 	 	 	 	 	 	 	49	56	5	65	75	53	57	8	71	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	48	79	 	 	 	 	 	 	 	 	3,33333E+12	12	67	56	25	27	1	8	 	 	 	 	 	 	 	 	2	54
online	 	polska	kobieta	 	0	76	77	 	 	 	 	 	 	 	 	3,33333E+12	3,33333E+12	5	65	2	58	6	59	6	23	50	6,66667E+12	99	75	 	 	 	 
online	 	polska	kobieta	 	0	100	2	 	 	 	 	 	 	 	 	18	29	5	39	23	875	69	8	8	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	3	0	 	 	 	 	 	 	 	 	6,66667E+12	69	28	5	36	5	84	2	35	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	22	0	 	 	 	 	 	 	 	 	6,66667E+12	6,66667E+12	48	5	47	5	46	625	20	8	14	2	 	 	 	 	 	 
online	 	polska	kobieta	 	0	62	69	 	 	 	 	 	 	 	 	16	60	59	25	62	5	25	6	15	4	53	2	42	6	57	3,33333E+12	71	75
online	 	polska	kobieta	 	0	80	18	 	 	 	 	 	 	 	 	6,66667E+12	3,33333E+12	72	5	17	75	13	75	67	6	26	2	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	8	3,33333E+13	87	75	5	2	2	6	80	2	59	4	50	62	25	75	2	25
online	 	polska	kobieta	 	0	100	2	 	 	 	 	 	 	 	 	6,66667E+12	85	48	25	41	5	86	2	11	8	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	1	2	 	 	 	 	 	 	 	 	32	3,33333E+12	25	21	25	76	2	78	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	37	45	 	 	 	 	 	 	 	 	48	56	8	31	8	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	5	6	 	 	 	 	 	 	 	 	3,33333E+12	50	25	68	125	9	2	37	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	83	20	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+12	25	23	75	33	4	44	2	43	70	4	52	6,66667E+12	53	25	 	 
online	 	polska	kobieta	 	0	33	33	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+12	45	25	75	25	 	6	2	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	30	51	44	375	21	4	3	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	72	75	 	 	 	 	 	 	 	 	6,66667E+13	6,66667E+12	75	55	68	56	2	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	53	54	 	 	 	 	 	 	 	 	31	42	75	62	875	22	16	2	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	30	22	 	 	 	 	 	 	 	 	17	60	57	5	67	6	23	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	38	23	50	5	69	875	33	8	4	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	29	29	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+12	81	5	79	75	39	125	54	4	37	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	86	10	 	 	 	 	 	 	 	 	17	6,66667E+12	64	375	10	8	5	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	51	35	 	 	 	 	 	 	 	 	6,66667E+12	65	6	6	70	6	62	55	60	75	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	 	100	13	625	34	4	41	2	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	2	 	 	 	 	 	 	 	 	3,33333E+12	3,33333E+12	74	5	14	5	2	2	1	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	20	3	 	 	 	 	 	 	 	 	6,66667E+12	3,33333E+12	5	67	625	68	8	10	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	70	69	 	 	 	 	 	 	 	 	3,33333E+12	82	5	68	5	64	375	58	59	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	39	39	 	 	 	 	 	 	 	 	6,66667E+12	3,33333E+12	50	25	17	125	85	6	81	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	47	10	 	 	 	 	 	 	 	 	37	37	35	625	68	4	49	6	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	29	61	 	 	 	 	 	 	 	 	53	17	875	54	56	2	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	30	29	 	 	 	 	 	 	 	 	47	60	25	75	6	38	6	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	42	45	 	 	 	 	 	 	 	 	6,66667E+12	68	25	75	625	22	22	6	 	 	 	 	 	 	 	 	34	75
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	20	55	 	 	 	 	 	 	 	 	6,66667E+12	3,33333E+12	25	46	75	33	4	6	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	57	17	 	 	 	 	 	 	 	 	6,66667E+12	6,66667E+12	5	66	5	40	375	31	8	29	2	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	18	64	 	 	 	 	 	 	 	 	6,66667E+12	37	74	59	25	56	2	57	6	 	 	 	 	 	 	 	 	60
online	 	polska	kobieta	 	0	51	11	 	 	 	 	 	 	 	 	3,33333E+12	3,33333E+12	26	5	56	6	11	2	71	4	45	4	62	97	5	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	79	84	 	 	 	 	 	 	 	 	3,33333E+12	3,33333E+12	5	15	25	40	25	91	34	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	42	11	 	 	 	 	 	 	 	 	64	26	48	375	16	7	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	50	52	 	 	 	 	 	 	 	 	3,33333E+12	3	75	50	2	16	4	 	 	 	 	 	 	 	 	2	25	1
online	 	polska	kobieta	 	0	19	20	 	 	 	 	 	 	 	 	6,66667E+12	61	5	63	25	64	36	6	44	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	68	83	 	 	 	 	 	 	 	 	43	45	89	5	87	625	1	6	4	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	31	19	 	 	 	 	 	 	 	 	6,66667E+12	6,66667E+12	71	60	33	25	61	4	52	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	49	50	 	 	 	 	 	 	 	 	17	6,66667E+12	35	25	76	6	23	4	70	2	64	8	82	6,66667E+12	65	25	2	25
online	 	polska	kobieta	 	0	68	1	 	 	 	 	 	 	 	 	47	37	71	5	64	5	13	6	4	8	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	40	 	 	 	 	 	 	 	 	24	20	75	49	375	32	2	30	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	6,66667E+12	53	5	89	5	78	625	75	4	30	4	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	87	52	 	 	 	 	 	 	 	 	6,66667E+12	57	41	25	65	75	36	4	5	8	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	14	13	 	 	 	 	 	 	 	 	3,33333E+12	5	25	67	5	26	18	8	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	52	77	 	 	 	 	 	 	 	 	21	6,66667E+12	23	75	32	9	4	6	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	0	 	 	 	 	 	 	 	 	42	40	66	875	20	2	13	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	55	58	400	 	 	 	 	 	55	 	45	3,33333E+12	75	64	75	47	8	8	6	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	26	79	 	 	 	 	 	 	 	 	19	65	5	28	75	47	25	78	4	17	4	52	4	53	6	53	6,66667E+12	64
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	47	50	 	 	 	 	 	 	 	 	18	52	25	27	25	12	6	12	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	100	 	 	 	 	 	75	 	19	6,66667E+12	57	5	56	4	56	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	24	25	 	 	 	 	 	 	 	 	3,33333E+12	43	125	54	6	50	8	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	10	 	 	 	 	 	 	 	 	3,33333E+12	59	375	58	40	8	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	8	8	 	 	 	 	 	 	 	 	6,66667E+12	18	75	66	75	57	2	39	8	52	4	57	8	53	6,66667E+12	86	5	25
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	20	0	450	 	 	 	 	 	4	96	25	6,66667E+12	47	125	71	6	54	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	25	65	75	25	56	43	74	61	25	77	25	8	13	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	3	2	350	 	 	 	 	 	50	 	20	24	5	51	375	75	2	39	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	77	35	2000	 	 	 	 	 	41	 	3,33333E+13	3,33333E+12	75	39	5	20	6	24	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	35	37	150	 	 	 	 	 	47	 	61	6,66667E+12	53	375	81	4	24	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	93	500	 	 	 	 	 	85	 	33	6,66667E+12	40	875	73	54	4	67	2	55	8	43	3,33333E+12	75	 	 	 	 
online	 	polska	kobieta	 	0	54	51	300	 	 	 	 	 	58	 	64	75	14	75	33	10	4	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	66	70	70	 	 	 	 	 	77	 	34	45	5	35	25	57	6	46	4	71	90	4	65	6,66667E+12	72	 	 	 
online	 	polska	kobieta	 	0	20	20	2000	 	 	 	 	 	57	 	3,33333E+12	75	125	44	8	39	 	 	 	 	 	 	 	 	13	75	11	75
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	91	92	2000	 	 	 	 	 	75	 	33	63	5	86	75	31	125	69	4	44	2	63	8	43	2	67	6,66667E+12	73
online	 	polska	kobieta	 	0	35	16	650	 	 	 	 	 	66	 	43	8,33333E+12	5	52	6	70	4	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	88	88	70	 	 	 	 	 	49	 	33	73	75	58	75	72	51	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	58	60	 	 	 	 	 	 	 	 	6,66667E+12	69	5	37	35	375	35	2	23	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	100	2	400	 	 	 	 	 	59	 	2	3,33333E+12	75	5	100	22	100	80	6	67	3,33333E+12	77	75	 	 	 	 	 
online	 	polska	kobieta	 	0	50	50	400	 	 	 	 	 	18	 	39	1,66667E+12	15	375	20	4	1	6	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	52	56	 	 	 	 	 	 	 	 	3,33333E+12	69	71	75	50	5	54	6	57	8	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	27	68	50	 	 	 	 	 	42	 	14	99	44	25	77	25	31	2	5	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	52	49	 	 	 	 	 	 	 	 	37	99	72	625	41	6	10	4	95	6	93	6	63	78	75	 	 	 
online	 	polska	kobieta	 	0	2	17	 	 	 	 	 	 	 	 	3,33333E+12	6,66667E+12	26	5	71	30	8	34	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	71	10	20	 	 	 	 	 	79	 	14	46	23	375	63	6	22	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	89	 	 	200	 	 	 	 	 	 	6,66667E+12	6,66667E+12	46	5	53	25	29	375	66	8	33	6	34	6	69	4	69	6,66667E+12
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	70	 	 	200	 	 	 	 	 	 	31	29	75	54	25	2	6	62	6	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	20	 	 	5000	 	 	 	 	 	 	6,66667E+12	39	42	375	57	19	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	48	 	 	500	 	 	 	 	 	 	6,66667E+12	46	5	29	75	53	2	41	6	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	3	 	 	 	 	 	 	 	 	1,42857E+12	92	18	5	29	49	625	14	2	7	2	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	60	 	 	 	 	 	 	 	19	 	62	47	23	5	46	25	55	2	18	6	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	34	 	 	150	 	 	 	 	 	 	17	17	74	5	45	875	42	2	25	8	77	2	60	8	51	6,66667E+12	80	25
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	96	 	 	300	 	 	 	 	 	 	33	5	6	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	82	 	 	 	 	 	 	 	 	4,28571E+12	76	6	25	57	5	1	6	1	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	89	 	 	40	 	 	 	 	 	 	3,33333E+12	3,33333E+12	100	88	75	85	875	12	4	8	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	97	 	 	300	 	 	 	 	 	 	39	5	25	66	8	18	8	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	500	 	 	 	 	8,57143E+12	95	25	3,33333E+12	69	5	89	40	56	8	28	4	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	33	 	 	 	 	 	 	 	 	2,85714E+12	85	45	44	65	75	50	5	48	2	42	2	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	84	 	 	500	 	 	 	 	 	 	6,66667E+12	6,66667E+13	68	5	24	875	75	2	49	62	4	73	4	61	3,33333E+12	55	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	87	 	 	500	 	 	 	 	 	 	31	48	75	58	25	64	6	42	6	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	100	 	 	10	 	 	 	 	 	 	6,66667E+12	3,33333E+12	67	5	82	25	2	2	2	2	39	4	30	4	100	20	5	49
online	 	polska	m??czy	 	 	1	 	 	150	 	 	 	 	 	 	6,66667E+12	62	18	125	61	4	21	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	88	 	 	200	 	 	 	 	 	 	6,66667E+12	51	31	44	4	50	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	80	 	 	250	 	 	 	 	 	 	20	93	93	75	71	625	18	6	14	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	99	 	 	 	 	 	 	 	 	7,14286E+12	34	6,66667E+12	71	26	75	35	25	41	8	60	4	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	99	 	 	300	 	 	 	 	 	 	67	40	5	44	55	45	50	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	 	 	 	 	 	150	 	 	 	 	1,42857E+12	67	55	5	49	375	69	4	52	6	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	1	57	 	 	47	 	 	 	 	1,42857E+12	62	6,66667E+12	5	73	77	6	63	6	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	0	75	 	 	70	 	 	 	 	2,85714E+12	81	91	68	21	75	46	875	61	2	49	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	0	43	 	 	300	 	 	 	 	4,28571E+12	82	6,66667E+12	5	99	75	84	125	7	4	6	8	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	2	52	 	 	 	 	 	 	 	42	 	60	64	5	59	64	5	23	22	4	59	8	46	53	3,33333E+12	62	75	 
online	 	polska	m??czy	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	0	100	 	 	8,00E-99	 	 	 	 	2,85714E+12	76	3,33333E+12	42	75	71	75	0	 	6	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	1	100	 	 	200	 	 	 	 	8,57143E+12	85	6,66667E+12	100	59	5	2	125	68	4	41	4	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	2	63	 	 	200	 	 	 	 	 	6,66667E+12	6,66667E+12	5	80	5	54	5	18	8	21	4	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	50	51	 	 	 	 	 	 	 	 	3,33333E+12	23	5	49	25	41	28	18	4	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	100	10	 	 	 	 	 	 	 	 	3,33333E+13	6,66667E+13	5	57	25	23	125	60	2	3	69	6	69	2	75	6,66667E+12	85	25
online	 	polska	m??czy	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	m??czy	 	0	1	26	 	 	 	 	 	 	 	 	20	51	125	1	6	95	 	 	 	 	 	 	 	 	 	 	 	 
